Carbon Network data of the Sylt-Romo Bight, mgC/m2/year.      
 59 56
Phytoplankton            
Microphytobenthos        
Macrophytes              
Freeliving bacteria      
Zooplankton              
Hydrobia ulva            
Littorina littorea       
Arenicola marina         
Scoloplos amiger         
Capitellidae
Oligochaeta              
Heteromastus             
Lanice conchilega        
Nereis diversicolor      
Pygospio elegans         
Corophium arenarium       
Corophium volutator      
Gammarus spp.            
Mytilus edulis           
Cerastoderma             
Mya arenaria             
kl polychaetes             
Tharyx killariensis      
Macoma baltica           
Phyllodocidae            
kl Crustacea             
Carcinus maenas          
Crangon                  
Nepthys                  
P. microps [common goby] 
P. minutus [common goby] 
Plaice [P. platessa]     
Flounder [P. flesus]     
Herrings                 
Whiting [M. merlangus]   
Kabeljauw [G. morhua]    
Bull Rout [M. scorpius]  
Shelduck                 
Eider                    
Oystercatcher            
Avocet                   
Golden Plover            
Knot                     
Dunlin                   
Bar-tailed Godwit        
Curlew                   
Black-headed Gull        
Common Gull              
Herring Gull             
Other birds              
Mallard                  
Pintail                  
Widgeon                  
Brent Goose              
Sediment bacteria 
Meiobenthos       
Suspended POC            
Sediment POC             
DOC                      
  1  .1040000E+04
  2  .1362000E+03
  3  .2960000E+04
  4  .9790000E+02
  5  .1119000E+02
  6  .1888000E+04
  7  .6790000E+02
  8  .5913000E+04
  9  .1030230E+03
 10  .2570000E+02
 11  .8400000E+02
 12  .7200000E+02
 13  .6345000E+02
 14  .1934800E+03
 15  .1277100E+03
 16  .5205000E+02
 17  .2571500E+03
 18  .2240000E+01
 19  .2030000E+04
 20  .1140000E+05
 21  .2076810E+04
 22  .1990000E+03
 23  .2400000E+02
 24  .2652000E+04
 25  .1000000E+02
 26  .3330000E+03
 27  .3451000E+02
 28  .3096000E+02
 29  .4842800E+03
 30  .3170000E+01
 31  .4700000E+00
 32  .3000000E-01
 33  .4000000E-02
 34  .7300000E-02
 35  .5300000E+00
 36  .2000000E-01
 37  .2000000E-01
 38  .1860000E+02
 39  .4800000E+02
 40  .1090000E+02
 41  .9000000E+00
 42  .3200000E+01
 43  .2700000E+01
 44  .4600000E+01
 45  .2700000E+01
 46  .4900000E+01
 47  .2100000E+01
 48  .2200000E+01
 49  .7700000E+01
 50  .6200000E+01
 51  .8800000E+01
 52  .2600000E+01
 53  .3800000E+02
 54  .1000000E+02
 55  .6250000E+03
 56  .9445200E+03
 57  .1674400E+03
 58  .1900000E+05
 59  .6202000E+02
 -1  .0000000E+00
  1  .2178101E+06
  2  .35673275+06
  3  .2963070E+05
 27  .4234000E+01
 55  .46351305E+05
 59  .3289745E+05
 -1  .0000000E+00
  3  .1003750E+05
  5  .5000050E+03
 30  .1076750E+02
 31  .1825000E+01
 32  .7300000E-01
 33  .7519000E+00
 34  .2190000E-01
 35  .1095000E+01
 36  .4000000E-01
 37  .3650000E-01
 38  .1825000E+02
 39  .4745000E+02
 40  .6752500E+01
 41  .2920000E+01
 42  .3650000E+01
 43  .3650000E+01
 44  .1095000E+02
 45  .3650000E+01
 46  .3650000E+01
 47  .1835950E+02
 48  .3650000E+01
 49  .7300000E+01
 50  .3650000E+01
 51  .3650000E+01
 52  .3650000E+01
 53  .2920000E+02
 54  .7300000E+01
 57  .8858550E+04
 58  .3053080E+06
 59  .1715500E+03
 -1  .0000000E+00
  1  .6940110E+05
  2  .1237532E+06
  3  .1659290E+05
  4  .2571790E+05
  5  .1496500E+03
  6  .4150050E+04
  7  .1569500E+03
  8  .1438830E+05
  9  .2730200E+04
 10  .2153500E+03
 11  .8176000E+03
 12  .2737500E+03
 13  .2336000E+03
 14  .8285500E+03
 15  .7957000E+03
 16  .1204500E+03
 17  .1857850E+04
 18  .2555000E+02
 19  .4018650E+04
 20  .6500650E+04
 21  .3854400E+04
 22  .1149750E+04
 23  .9125000E+02
 24  .1485550E+04
 25  .1095000E+03
 26  .2058600E+04
 27  .8030000E+02
 28  .4270500E+03
 29  .1850550E+04
 30  .2555000E+02
 31  .3650000E+01
 32  .1095000E+00
 33  .1533000E+01
 34  .4380000E-01
 35  .2920000E+01
 36  .1131500E+00
 37  .8395000E-01
 38  .7008000E+03
 39  .2113350E+04
 40  .5329000E+03
 41  .5475000E+02
 42  .1022000E+03
 43  .1934500E+03
 44  .2117000E+03
 45  .1569500E+03
 46  .1095000E+03
 47  .8395000E+02
 48  .8030000E+02
 49  .2190000E+03
 50  .1679000E+03
 51  .1350500E+03
 52  .7665000E+02
 53  .9198000E+03
 54  .1825000E+03
 55  .3978500E+05
 56  .2875105E+05
 -1  .0000000E+00
  1  5  .1668050E+04
  1 13  .3905500E+03
  1 14  .3212000E+03
  1 15  .1109600E+04
  1 19  .4606300E+04
  1 20  .8811100E+05
  1 21  .7044500E+04
  1 22  .4124500E+03
  1 24  .2218105E+05
  1 59  .2256430E+05
  2  6  .2018815E+05
  2  7  .3832500E+03
  2  8  .1031125E+05
  2  9  .1022000E+04
  2 14  .3212000E+03
  2 16  .1423500E+03
  2 17  .2000200E+04
  2 18  .7300000E+01
  2 22  .1022000E+03
  2 24  .1289545E+05 
  2 26  .9672500E+03
  2 27  .6205000E+02
  2 56  .1630820E+05
  2 58  .1685275E+06
  3 18  .1825000E+02
  3 26  .7081000E+03
  3 27  .1387000E+03 
  3 52  .1241000E+03
  3 53  .1460000E+04
  3 54  .2920000E+03
  3 59  .2591500E+03
  4 13  .3650000E+01
  4 15  .1460000E+02
  4 19  .5475000E+02
  4 20  .1036600E+04
  4 21  .8395000E+02
  4 57  .2863790E+05
