Annual Nitrogen Network,Sylt-Romo, mgN/m2/year. 
 59 56
Phytoplankton            
Microphytobenthos        
Macrophytes              
Freeliving Bacteria      
Zooplankton
Hydrobia ulva            
Littorina littorea       
Arenicola marina         
Scoloplos amiger         
Capitellidae             
Oligochaeta              
Heteromastus filiformes  
Lanice conchilega        
Nereis diversicolor      
Pygospio elegans         
Corophium arenarium      
Corophium volutator      
Gammarus spp             
Mytilus edulis           
Cerastoderma edule       
Mya arenaria             
Small polychaetes        
Tharyx killariensis      
Macoma baltica           
Phyllodocidae            
Small crustaceans        
Carcinus maenas          
Crangon crangon          
Nepthys spp              
P. microps               
P. minutus               
P. platessa              
P. flesus                
Clupea harengus          
Merlangus merlangus      
G. morua                 
M. scorpio               
Shelduck                 
Eider                    
Oystercatcher            
Avocet                   
Golden plover            
Knot                     
Dunlin                   
Bar-tailed Godwit        
Curlew                   
Blach-headed Gull        
Common Gull              
Herring Gull             
Other birds              
Mallard                  
Pintail                  
Widgeon                  
Brent Goose              
Sediment bacteria        
Meiobenthos              
Suspended PN             
Sediment PN              
Dissolved N pool         
  1  .1670000E+03
  2  .2100000E+02
  3  .4770000E+03
  4  .1920000E+01
  5  .2550000E+01
  6  .4017000E+03
  7  .1445000E+02
  8  .1766070E+04
  9  .3075300E+03
 10  .7670000E+01
 11  .2507000E+02
 12  .2149000E+02
 13  .1350000E+02
 14  .5776000E+02
 15  .2717000E+02
 16  .1175000E+02
 17  .5714000E+02
 18  .5000000E+00
 19  .4319100E+03
 20  .2425530E+04
 21  .4418700E+03
 22  .5940000E+02
 23  .5110000E+01
 24  .5642600E+03
 25  .2990000E+01
 26  .7400000E+02
 27  .7590000E+01
 28  .6880000E+01
 29  .1445600E+03
 30  .1140000E+01
 31  .1700000E+00
 32  .1000000E-01
 33  .1000000E-02
 34  .2000000E-02
 35  .2100000E+00
 36  .7000000E-02
 37  .7000000E-02
 38  .5310000E+01
 39  .1371000E+02
 40  .3110000E+01
 41  .2600000E+00
 42  .9100000E+00
 43  .7700000E+00
 44  .1310000E+01
 45  .7700000E+00
 46  .1400000E+01
 47  .6000000E+00
 48  .6300000E+00
 49  .2200000E+01
 50  .1770000E+01
 51  .2510000E+01
 52  .7400000E+00
 53  .1086000E+02
 54  .2860000E+01
 55  .1225000E+03
 56  .1037900E+03
 57  .2537000E+02
 58  .3120000E+04
 59  .1846000E+02
 -1  .0000000E+00
 59  .9961302E+05
 -1  .0000000E+00
  3  .1662510E+04
  5  .1143500E+03
 32  .2000000E-01
 33  .2600000E+00
 34  .1000000E-01
 35  .4300000E-01
 36  .1000000E-01
 37  .1000000E-01
 38  .5210000E+01
 39  .1360000E+02
 40  .3900000E+01
 41  .1040000E+01
 42  .7400000E+00
 43  .1410000E+01
 44  .1560000E+01
 45  .1140000E+01
 46  .8100000E+00
 47  .6200000E+00
 48  .5900000E+00
 49  .1630000E+01
 50  .1220000E+01
 51  .1220000E+01
 52  .6900000E+00
 53  .8330000E+01
 54  .1710000E+01
 57  .1952710E+04
 58  .2515581E+05
 59  .7068100E+05
 -1  .0000000E+00
  1  .0000000E+00
